"","age","workclass","fnlwgt","education","educationnum","marital","occupation","relationship","race","sex","capgain","caploss","hoursperweek","nativecountry","incomebin"
"13465",45,"Private",162915,"Some-college",10,"Divorced","Transport-moving","Not-in-family","White","Male",0,0,50,"United-States",0
"13495",35,"Federal-gov",153633,"Some-college",10,"Never-married","Other-service","Unmarried","Black","Female",0,0,40,"United-States",0
"13496",65,"Private",115890,"Bachelors",13,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,20,"United-States",0
"13499",63,"?",247986,"Prof-school",15,"Married-civ-spouse","?","Husband","White","Male",0,0,30,"United-States",1
"13512",28,"Self-emp-not-inc",39388,"Assoc-voc",11,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,60,"United-States",0
"13525",40,"Private",169885,"HS-grad",9,"Separated","Other-service","Not-in-family","White","Female",0,0,40,"United-States",0
"13526",19,"?",112780,"Some-college",10,"Never-married","?","Own-child","White","Female",0,0,30,"United-States",0
"13527",31,"Local-gov",175778,"Bachelors",13,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States",0
"13539",28,"Private",47168,"10th",6,"Never-married","Machine-op-inspct","Own-child","White","Female",0,0,40,"United-States",0
"13547",20,"Private",304710,"Some-college",10,"Never-married","Sales","Own-child","Asian-Pac-Islander","Female",0,0,20,"United-States",0
"13557",32,"?",227160,"Some-college",10,"Divorced","?","Not-in-family","White","Male",0,0,40,"United-States",0
"13562",34,"Private",206297,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,48,"United-States",1
"13563",35,"Self-emp-not-inc",188563,"HS-grad",9,"Divorced","Farming-fishing","Own-child","White","Male",0,0,50,"United-States",0
"13565",21,"Private",203055,"Some-college",10,"Never-married","Machine-op-inspct","Unmarried","White","Male",0,0,40,"United-States",0
"13570",19,"?",291509,"12th",8,"Never-married","?","Own-child","White","Male",0,0,28,"United-States",0
"13572",34,"Private",186824,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,70,"United-States",0
"13580",29,"State-gov",33798,"Some-college",10,"Divorced","Adm-clerical","Own-child","White","Male",0,0,20,"United-States",0
"13598",40,"Private",69333,"Bachelors",13,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States",0
"13600",34,"Private",197886,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States",1
"13606",39,"Private",403489,"11th",7,"Divorced","Transport-moving","Own-child","White","Male",0,0,40,"United-States",0
"13607",18,"Private",169652,"11th",7,"Never-married","Other-service","Own-child","White","Female",0,0,12,"United-States",0
"13612",27,"Private",149624,"Some-college",10,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,30,"United-States",0
"13616",17,"Private",193199,"11th",7,"Never-married","Sales","Unmarried","White","Female",0,0,12,"Poland",0
"13617",37,"Self-emp-inc",163998,"Assoc-acdm",12,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",1
"13622",33,"Private",104525,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States",0
"13627",21,"?",270043,"10th",6,"Never-married","?","Unmarried","White","Female",0,0,30,"United-States",0
"13629",30,"Private",154120,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,65,"United-States",0
"13633",31,"State-gov",157673,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States",0
"13638",31,"Self-emp-inc",31740,"Assoc-voc",11,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,55,"United-States",0
"13640",36,"Self-emp-not-inc",35945,"7th-8th",4,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",7298,0,45,"United-States",1
"13641",46,"Local-gov",162566,"Masters",14,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,50,"Canada",0
"13645",47,"Private",191957,"Bachelors",13,"Married-civ-spouse","Sales","Husband","Black","Male",0,0,40,"United-States",1
"13647",62,"?",129246,"HS-grad",9,"Married-civ-spouse","?","Husband","White","Male",0,0,40,"United-States",0
"13654",38,"Private",358682,"Some-college",10,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States",0
"13655",49,"Local-gov",59612,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",1
"13656",49,"State-gov",391585,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,40,"United-States",1
"13658",20,"Private",117618,"Some-college",10,"Never-married","Exec-managerial","Own-child","White","Male",0,0,40,"United-States",0
"13659",34,"Private",231238,"9th",5,"Separated","Farming-fishing","Unmarried","Black","Male",0,0,40,"United-States",0
"13674",21,"Private",162228,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Male",0,0,40,"United-States",0
"13679",27,"Local-gov",138917,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,35,"United-States",0
"13680",34,"Private",532379,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",0
"13691",39,"Federal-gov",82622,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,45,"United-States",0
"13694",18,"Private",256005,"HS-grad",9,"Never-married","Other-service","Own-child","White","Male",0,0,40,"United-States",0
"13698",33,"Private",154120,"HS-grad",9,"Divorced","Handlers-cleaners","Own-child","White","Male",0,0,45,"United-States",0
"13699",37,"Private",69251,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","Asian-Pac-Islander","Male",0,0,40,"United-States",0
"13700",24,"Private",333505,"HS-grad",9,"Married-spouse-absent","Transport-moving","Own-child","White","Male",0,0,40,"Peru",0
"13701",31,"Private",168521,"Bachelors",13,"Never-married","Exec-managerial","Unmarried","White","Female",0,0,50,"United-States",0
"13703",18,"Private",426895,"12th",8,"Never-married","Farming-fishing","Own-child","White","Male",0,0,55,"United-States",0
"13714",26,"Private",142914,"Assoc-acdm",12,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,75,"United-States",0
"13721",51,"Private",74275,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States",0
"13726",20,"Private",105312,"HS-grad",9,"Never-married","Sales","Not-in-family","White","Female",0,0,35,"United-States",0
"13730",39,"Private",181553,"Bachelors",13,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,55,"United-States",0
"13732",28,"Private",187479,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,55,"United-States",0
"13736",34,"Self-emp-not-inc",209768,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",0
"13739",25,"Private",236242,"Prof-school",15,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,30,"United-States",0
"13742",63,"Self-emp-not-inc",111306,"7th-8th",4,"Widowed","Farming-fishing","Unmarried","White","Female",0,0,10,"United-States",0
"13748",38,"Private",154568,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","Asian-Pac-Islander","Male",0,0,40,"?",0
"13750",43,"Private",138184,"HS-grad",9,"Divorced","Other-service","Not-in-family","Black","Female",0,1762,35,"United-States",0
"13756",23,"Private",37783,"Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,40,"United-States",0
"13758",48,"Private",255439,"Some-college",10,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States",0
"13769",37,"Federal-gov",81853,"HS-grad",9,"Divorced","Prof-specialty","Unmarried","Asian-Pac-Islander","Female",0,0,40,"?",0
"13780",27,"Private",183627,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,50,"United-States",1
"13781",24,"Private",197757,"Bachelors",13,"Never-married","Prof-specialty","Own-child","Asian-Pac-Islander","Female",0,0,40,"Philippines",0
"13782",39,"Private",98941,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States",1
"13783",44,"Private",205474,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",1
"13785",73,"?",191394,"Prof-school",15,"Married-civ-spouse","?","Husband","White","Male",0,0,40,"United-States",0
"13787",53,"Private",47396,"Some-college",10,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,50,"United-States",1
"13790",44,"Private",171256,"Assoc-acdm",12,"Divorced","Machine-op-inspct","Own-child","White","Female",0,0,45,"United-States",0
"13793",46,"Private",218329,"Some-college",10,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States",0
"13796",41,"Self-emp-not-inc",155767,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",0
"13805",51,"Private",220019,"Assoc-acdm",12,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States",0
"13806",34,"Self-emp-inc",242984,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,50,"United-States",0
"13807",38,"Private",187847,"Assoc-voc",11,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",1
"13809",20,"Private",108887,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,25,"United-States",0
"13814",31,"Private",43819,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",7688,0,43,"United-States",1
"13816",33,"?",186824,"Some-college",10,"Never-married","?","Own-child","White","Male",0,0,40,"United-States",0
"13824",30,"Private",101859,"7th-8th",4,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,50,"United-States",0
"13828",34,"Private",25322,"Bachelors",13,"Married-spouse-absent","Machine-op-inspct","Not-in-family","Asian-Pac-Islander","Male",0,2339,40,"?",0
"13830",34,"Private",150154,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Male",0,0,40,"United-States",0
"13846",65,"?",105017,"Bachelors",13,"Married-civ-spouse","?","Husband","White","Male",0,0,40,"United-States",0
"13856",50,"Private",63000,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States",1
"13861",22,"Private",105592,"Assoc-acdm",12,"Never-married","Transport-moving","Not-in-family","White","Male",0,0,45,"United-States",0
"13869",58,"Self-emp-not-inc",121912,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,42,"United-States",0
"13873",28,"Private",195000,"Bachelors",13,"Never-married","Sales","Other-relative","White","Female",0,0,45,"United-States",0
"13874",57,"Private",108741,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,40,"United-States",0
"13875",37,"Private",184964,"Masters",14,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,45,"United-States",1
"13881",53,"Local-gov",215990,"Some-college",10,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,35,"United-States",0
"13884",42,"Private",265698,"Masters",14,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,40,"United-States",0
"13885",70,"?",26990,"HS-grad",9,"Married-civ-spouse","?","Husband","White","Male",0,0,60,"United-States",0
"13888",28,"Private",306830,"Assoc-acdm",12,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"Nicaragua",0
"13895",48,"Private",174794,"Assoc-voc",11,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States",0
"13906",47,"Local-gov",162187,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,1887,40,"United-States",1
"13920",35,"Private",176279,"Some-college",10,"Widowed","Adm-clerical","Unmarried","White","Female",0,0,30,"United-States",0
"13923",54,"Private",154728,"Assoc-voc",11,"Married-civ-spouse","Tech-support","Husband","White","Male",7688,0,40,"United-States",1
"13926",33,"Private",93056,"7th-8th",4,"Divorced","Handlers-cleaners","Own-child","White","Male",0,0,40,"United-States",0
"13928",60,"Self-emp-inc",123218,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",0
"13929",81,"Self-emp-not-inc",123959,"Bachelors",13,"Widowed","Prof-specialty","Not-in-family","White","Female",0,1668,3,"Hungary",0
"13930",32,"Self-emp-not-inc",103642,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,55,"United-States",0
"13935",29,"Private",50028,"Some-college",10,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States",0
"13941",28,"Local-gov",56340,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States",0
"13948",45,"Private",182313,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",7688,0,50,"United-States",1
"13950",66,"?",260111,"Some-college",10,"Married-civ-spouse","?","Husband","White","Male",0,0,40,"United-States",1
"13956",48,"Federal-gov",188081,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States",1
"13957",23,"Private",218445,"5th-6th",3,"Never-married","Priv-house-serv","Unmarried","White","Female",0,0,12,"Mexico",0
"13958",77,"Private",235775,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,25,"Cuba",0
"13959",19,"Private",98605,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,20,"United-States",0
"13970",19,"Private",170800,"Some-college",10,"Never-married","Other-service","Own-child","White","Male",0,0,20,"United-States",0
"13975",36,"Local-gov",177858,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Own-child","White","Male",0,0,40,"United-States",0
"13984",44,"Private",267717,"Masters",14,"Married-civ-spouse","Craft-repair","Husband","White","Male",15024,0,45,"United-States",1
"13990",76,"Private",203910,"HS-grad",9,"Widowed","Other-service","Not-in-family","White","Male",0,0,17,"United-States",0
"13993",31,"Private",49398,"Some-college",10,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States",0
"13999",42,"Private",201495,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",0
"14016",49,"Self-emp-inc",119565,"Masters",14,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",1
"14019",17,"Private",331552,"12th",8,"Never-married","Adm-clerical","Own-child","White","Female",0,0,30,"United-States",0
"14020",45,"Private",174426,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",0
"14022",29,"Private",37933,"Bachelors",13,"Never-married","Exec-managerial","Unmarried","Black","Female",0,0,40,"United-States",0
"14023",57,"Self-emp-not-inc",291529,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",4386,0,13,"United-States",1
"14024",23,"Private",376416,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States",0
"14027",39,"Private",191103,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Male",0,0,40,"United-States",0
"14028",34,"Private",35644,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",1
"14035",36,"Private",217077,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",0
"14036",33,"Private",103596,"Assoc-voc",11,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States",0
"14039",42,"Local-gov",70655,"HS-grad",9,"Divorced","Farming-fishing","Not-in-family","White","Male",0,0,40,"United-States",0
